timepoint,agent,cell_line,GR50,GRmax,GR_AOC,GEC50,GRinf,h_GR,r2_GR,pval_GR,receptor_status,color_map
72,AZD1775,BT20,2.100100506,-0.546701564,0.174781107,4.80064618,-1.0,1.32880789,0.939088312,5.58e-05,TNBC,#ca7832
72,AZD1775,BT549,0.452441517,-0.350953096,0.385219535,0.766396172,-0.279753494,0.843141183,0.943181947,4.370000000000001e-05,TNBC,#ca7832
72,AZD1775,HCC1806,0.01373212,-0.450876229,0.81037872,0.044842753,-0.429542471,0.523974672,0.978101783,1.55e-06,TNBC,#ca7832
72,AZD1775,HCC1954,1.553314911,-0.251625158,0.27588432,7.72049465,-0.893687676,0.639294445,0.841978983,0.0015685629999999998,HER2amp,#4dab9b
72,AZD1775,HCC70,0.000746137,-0.555714764,1.021973829,0.009860565,-0.588201002,0.301261483,0.926316198,0.000108593,TNBC,#ca7832
72,AZD1775,MCF10A,6.347605464,0.117681967,0.080793315,11.37729973,-1.0,1.882660383,0.97890141,1.36e-06,NM,#c85f61
72,AZD1775,MDAMB231,0.06692377,-0.234222066,0.57795863,0.113974729,-0.209554577,0.657427679,0.982542054,7.03e-07,TNBC,#ca7832
72,AZD2014,BT20,0.144606954,0.141564994,0.486381078,0.930827436,-0.317946709,0.264325822,0.944971588,3.91e-05,TNBC,#ca7832
72,AZD2014,BT549,0.178826762,0.092974349,0.481805594,28.93219848,-1.0,0.215994698,0.957695669,1.56e-05,TNBC,#ca7832
72,AZD2014,HCC1806,1.889163824,0.407788997,0.346174553,2.7917141130000003,-0.045947993,0.225123657,0.937353734,6.15e-05,TNBC,#ca7832
72,AZD2014,HCC1954,0.05990873,0.100250541,0.555373364,6.705584539,-0.738420269,0.192244181,0.967591999,6.13e-06,HER2amp,#4dab9b
72,AZD2014,HCC70,0.00013339,0.08200286,0.759983187,0.002245244,-0.227204532,0.13268190300000002,0.95346454,2.17e-05,TNBC,#ca7832
72,AZD2014,MCF10A,0.51077416,0.180334668,0.395327041,4.85215331,-0.438922501,0.279899945,0.971375144,3.97e-06,NM,#c85f61
72,AZD2014,MDAMB231,0.680843947,0.250750033,0.394488055,136.8130827,-1.0,0.207166596,0.984258167,4.89e-07,TNBC,#ca7832
72,AZD5363,BT20,1.898519215,0.216400452,0.299580984,100.4347128,-1.0,0.27683776,0.912839722,0.000195486,TNBC,#ca7832
72,AZD5363,BT549,74.52708815,0.576848215,0.200836916,1000.0,-0.333814132,0.196951348,0.8466993629999999,0.0014106,TNBC,#ca7832
72,AZD5363,HCC1806,inf,0.778647,0.073262911,0.0,0.922493078,0.01,-2.89e-15,0.051744049,TNBC,#ca7832
72,AZD5363,HCC1954,3.515677637,0.298726509,0.218157113,58.66653263,-1.0,0.39032111,0.96331732,9.45e-06,HER2amp,#4dab9b
72,AZD5363,HCC70,0.025017237,-0.162946265,0.630615219,0.10736873,-0.286412295,0.310888915,0.894843829,0.00037707,TNBC,#ca7832
72,AZD5363,MCF10A,41.4691693,0.797099583,0.027051966,174.71685549999995,-1.0,0.763871312,0.968940455,5.28e-06,NM,#c85f61
72,AZD5363,MDAMB231,inf,1.051537825,-0.025348197000000003,0.0,1.0,0.01,-0.540993527,1.0,TNBC,#ca7832
72,AZD6738,BT20,8.202364061,0.243046745,-0.050220427000000005,11.75399081,-0.990623404,3.036218556,0.8321526929999999,0.001930975,TNBC,#ca7832
72,AZD6738,BT549,4.513775615,-0.000216498,0.062109594,5.859136071,-0.343024879,2.002499268,0.97263697,3.39e-06,TNBC,#ca7832
72,AZD6738,HCC1806,1.162322347,-0.267769947,0.296544336,4.264422679,-0.923719858,0.805008759,0.991150601,6.52e-08,TNBC,#ca7832
72,AZD6738,HCC1954,6.223810437,0.243325571,-0.027299824,5.615295937000001,0.201082413,5.0,0.8693395309999999,0.000806315,HER2amp,#4dab9b
72,AZD6738,HCC70,2.079969974,-0.294742112,0.247342441,6.072325977999999,-1.0,1.025410044,0.959845364,1.3e-05,TNBC,#ca7832
72,AZD6738,MCF10A,9.031272029,0.453861453,0.032381672,7.216434222999999,0.22537307,2.671013592,0.988374435,1.69e-07,NM,#c85f61
72,AZD6738,MDAMB231,7.929097674,0.387216634,-0.023009537000000004,6.48083239,0.31492021,4.927461264,0.884434752,0.0005246809999999999,TNBC,#ca7832
72,BJP-6-5-3,BT20,inf,1.011755388,-0.018143698,0.0,1.0,0.01,-0.723061994,1.0,TNBC,#ca7832
72,BJP-6-5-3,BT549,inf,0.988631692,-0.004830597,0.0,1.0,0.01,-0.030641855,1.0,TNBC,#ca7832
72,BJP-6-5-3,HCC1806,inf,0.967060723,-0.007415319,0.0,1.0,0.01,-0.048871616,0.3696186970000001,TNBC,#ca7832
72,BJP-6-5-3,HCC1954,inf,0.965206334,-0.024526495,0.0,1.0,0.01,-0.5180452289999999,0.7137332259999999,HER2amp,#4dab9b
72,BJP-6-5-3,HCC70,inf,1.02316893,-0.039333304,0.0,1.0,0.01,-0.894087547,1.0,TNBC,#ca7832
72,BJP-6-5-3,MCF10A,inf,1.004089719,-0.010631884,0.0,1.0,0.01,-1.073749477,1.0,NM,#c85f61
72,BJP-6-5-3,MDAMB231,15.20383922,0.902965361,0.0032734120000000003,16.87204111,-0.329213617,4.858996945,0.853673569,0.008190435,TNBC,#ca7832
72,BMS-265246,BT20,0.002039936,-0.108653805,0.840378576,0.005082879,-0.189182319,0.35149175,0.976490456,1.99e-06,TNBC,#ca7832
72,BMS-265246,BT549,0.001285285,-0.112531491,0.895247783,0.002309133,-0.144269862,0.432690286,0.990597319,8.060000000000001e-08,TNBC,#ca7832
72,BMS-265246,HCC1806,0.314040187,0.093989479,0.441795264,14.81222666,-1.0,0.285080809,0.978317767,1.5e-06,TNBC,#ca7832
72,BMS-265246,HCC1954,0.000740624,-0.017291245,0.803654428,0.001558081,-0.106949127,0.26063254,0.986854454,2.6e-07,HER2amp,#4dab9b
72,BMS-265246,HCC70,0.003875593,-0.13270164,0.873737566,0.005059522,-0.113498076,0.76740233,0.990406655,8.65e-08,TNBC,#ca7832
72,BMS-265246,MCF10A,0.499840704,0.08102106099999999,0.389263042,4.602376755,-0.634898214,0.369223363,0.991680927,5.25e-08,NM,#c85f61
72,BMS-265246,MDAMB231,1.243760124,0.23253896,0.328000538,57.27769205,-1.0,0.28686101,0.980079936,1.12e-06,TNBC,#ca7832
72,BSJ-01-175,BT20,0.040534948,-0.551766433,0.754903288,0.094396933,-0.523356998,0.847271083,0.983316321,6e-07,TNBC,#ca7832
72,BSJ-01-175,BT549,0.847188972,-0.556181963,0.405586448,1.547101015,-0.6951824440000001,1.44706947,0.980749645,9.9e-07,TNBC,#ca7832
72,BSJ-01-175,HCC1806,0.094350009,-0.6588012129999999,0.672122908,0.36375688,-0.8027922190000001,0.709651864,0.990478964,8.42e-08,TNBC,#ca7832
72,BSJ-01-175,HCC1954,0.121234038,-0.5966615510000001,0.607436851,0.549341834,-0.8112346290000001,0.638065918,0.993761706,1.92e-08,HER2amp,#4dab9b
72,BSJ-01-175,HCC70,0.021648285,-0.7676732940000001,0.971029202,0.04033953,-0.684337713,1.385480511,0.965849483,7.36e-06,TNBC,#ca7832
72,BSJ-01-175,MCF10A,1.424120442,-0.334010305,0.289135307,1.878868404,-0.386292268,2.065705808,0.986198466,3.09e-07,NM,#c85f61
72,BSJ-01-175,MDAMB231,0.011683705,-0.694256402,0.978606955,0.017437017,-0.437683201,1.5704389069999998,0.959227507,1.3699999999999998e-05,TNBC,#ca7832
72,BSJ-03-123,BT20,0.38735132,-0.003845256,0.422854906,21.22616693,-1.0,0.274402138,0.944778895,3.96e-05,TNBC,#ca7832
72,BSJ-03-123,BT549,6.471855415,0.060253344,0.10427092,10.56244408,-1.0,2.242789728,0.970079698,4.63e-06,TNBC,#ca7832
72,BSJ-03-123,HCC1806,2.500267086,-0.053203309,0.212636019,10.31360121,-1.0,0.7752725079999999,0.962223062,1.05e-05,TNBC,#ca7832
72,BSJ-03-123,HCC1954,1.085833351,0.010912898,0.328390839,26.50637888,-1.0,0.343849559,0.879451615,0.000608226,HER2amp,#4dab9b
72,BSJ-03-123,HCC70,4.57053898,-0.382579559,0.159777866,7.258731901,-0.992017525,2.363462734,0.96970716,4.84e-06,TNBC,#ca7832
72,BSJ-03-123,MCF10A,1.119523773,-0.101653182,0.320552637,14.94040181,-1.0,0.423983806,0.860076615,0.001024746,NM,#c85f61
72,BSJ-03-123,MDAMB231,0.766677539,-0.181402256,0.3486323,10.28606941,-1.0,0.423116107,0.89518483,0.000372807,TNBC,#ca7832
72,BSJ-03-124,BT20,0.06440158,0.117169036,0.534899714,0.075803353,-0.029581257000000007,0.35261948200000004,0.967281009,6.34e-06,TNBC,#ca7832
72,BSJ-03-124,BT549,inf,0.971374239,-0.0032918440000000004,0.0,1.0,0.01,-0.015212273,0.475025742,TNBC,#ca7832
72,BSJ-03-124,HCC1806,86.83291209,0.703800388,0.087436212,1000.0,-0.7318959009999999,0.368979777,0.8649806520000001,0.000904453,TNBC,#ca7832
72,BSJ-03-124,HCC1954,16.61196779,0.480228817,0.223879222,1000.0,-0.719679752,0.217622161,0.845000174,0.001466085,HER2amp,#4dab9b
72,BSJ-03-124,HCC70,inf,1.093078715,-0.066789821,0.0,1.0,0.01,-3.459717757,1.0,TNBC,#ca7832
72,BSJ-03-124,MCF10A,12.51388388,0.469829065,0.165732511,225.9711865,-0.8690504840000001,0.348104603,0.933732523,7.49e-05,NM,#c85f61
72,BSJ-03-124,MDAMB231,1.981196053,0.18944178600000006,0.293585492,91.75679822,-1.0,0.286437031,0.8664594059999999,0.000870255,TNBC,#ca7832
72,BVD523,BT20,11.81003041,0.464492881,0.12854252800000002,146.31243700000005,-1.0,0.436512406,0.8459614440000001,0.001434508,TNBC,#ca7832
72,BVD523,BT549,16.97282567,0.5665398229999999,0.102279601,170.9098574,-1.0,0.475688025,0.946086632,3.64e-05,TNBC,#ca7832
72,BVD523,HCC1806,39.41312401,0.7603338470000001,0.029995712,142.85087280000005,-0.706330472,0.683954831,0.854330003,0.001179765,TNBC,#ca7832
72,BVD523,HCC1954,3.182428849,0.28095041800000004,0.237274704,69.42053645,-1.0,0.356398615,0.938482257,5.770000000000001e-05,HER2amp,#4dab9b
72,BVD523,HCC70,1.940548776,0.488809309,0.29757232100000003,0.04389964,0.488747055,1.00136145,0.986117351,3.15e-07,TNBC,#ca7832
72,BVD523,MCF10A,1.366961634,0.187021551,0.303414215,34.84735499,-1.0,0.339246784,0.974015576,2.83e-06,NM,#c85f61
72,BVD523,MDAMB231,1.338058878,0.254564298,0.216843802,0.820811623,0.185184682,0.946673491,0.944387372,4.06e-05,TNBC,#ca7832
72,CFI-400945,BT20,0.002687351,-0.222411727,1.070904627,0.003010312,-0.217831601,3.186485251,0.99929794,9.17e-12,TNBC,#ca7832
72,CFI-400945,BT549,0.003154523,0.078597764,0.781082895,0.002990831,0.113939969,4.853348549,0.988050497,1.87e-07,TNBC,#ca7832
72,CFI-400945,HCC1806,0.003003114,-0.052222516,0.897408158,0.003061615,-0.026999957,2.725979493,0.998187107,2.54e-10,TNBC,#ca7832
72,CFI-400945,HCC1954,0.004329938,-0.078043975,0.902582262,0.004515059,-0.081653716,3.613213828,0.997570931,7.059999999999999e-10,HER2amp,#4dab9b
72,CFI-400945,HCC70,0.003518502,-0.222121271,1.038797885,0.003781349,-0.216826904,5.0,0.989838964,1.06e-07,TNBC,#ca7832
72,CFI-400945,MCF10A,0.005772398,-0.039150083,0.8085060690000001,0.005777075,-0.001355622,3.343252801,0.99807012,3.1600000000000005e-10,NM,#c85f61
72,CFI-400945,MDAMB231,0.003659233,0.107358245,0.7432165009999999,0.0033543440000000004,0.141523133,3.824764199,0.989641172,1.13e-07,TNBC,#ca7832
72,E17,BT20,0.004679528,-0.511101656,1.117572173,0.00652331,-0.420278239,1.836532143,0.987715244,2.05e-07,TNBC,#ca7832
72,E17,BT549,0.004116232,-0.410950016,1.140511845,0.004846581,-0.380951532,3.467680943,0.999113312,2.08e-11,TNBC,#ca7832
72,E17,HCC1806,0.003745677,-0.5998423629999999,1.199698537,0.004260173,-0.450753539,4.993083902,0.984910983,4.220000000000001e-07,TNBC,#ca7832
72,E17,HCC1954,0.002804955,-0.410920521,1.129494288,0.003679429,-0.330151603,1.868299408,0.97767754,1.66e-06,HER2amp,#4dab9b
72,E17,HCC70,0.001700478,-0.7512221090000001,1.588337224,0.002030024,-0.712331145,5.0,0.996729474,2e-09,TNBC,#ca7832
72,E17,MCF10A,0.012288352,-0.418836024,0.960649777,0.015233345,-0.363174089,2.541524368,0.99732029,9.96e-10,NM,#c85f61
72,E17,MDAMB231,0.000753652,-0.281952922,1.239587867,0.0008185530000000001,-0.255697692,5.0,0.855563945,0.001145156,TNBC,#ca7832
72,FMF-03-145-1,BT20,#NAME?,-0.193819307,1.196912227,0.0,-0.188328024,0.01,0.0,0.753510473,TNBC,#ca7832
72,FMF-03-145-1,BT549,#NAME?,0.011194871,0.905510214,0.0,0.091017423,0.01,-6.4400000000000005e-15,0.29311870100000004,TNBC,#ca7832
72,FMF-03-145-1,HCC1806,#NAME?,-0.029510242,1.009356277,0.0,-0.006423393,0.01,-1.07e-14,0.960010439,TNBC,#ca7832
72,FMF-03-145-1,HCC1954,#NAME?,-0.123476757,1.062742262,0.0,-0.06534823,0.01,-1.15e-14,0.67959883,HER2amp,#4dab9b
72,FMF-03-145-1,HCC70,#NAME?,-0.238405253,1.227406225,0.0,-0.21780829,0.01,0.0,1.0,TNBC,#ca7832
72,FMF-03-145-1,MCF10A,#NAME?,0.011180145,0.992307527,0.0,0.007817646999999999,0.01,-1.16e-13,1.0,NM,#c85f61
72,FMF-03-145-1,MDAMB231,#NAME?,0.050787424000000005,0.887634057,0.0,0.108911341,0.01,-9.33e-15,0.482664675,TNBC,#ca7832
72,FMF-03-146-1,BT20,inf,0.97158571,0.025698195,0.0,0.976581843,0.01,-1.42e-14,0.343345424,TNBC,#ca7832
72,FMF-03-146-1,BT549,13.93767524,0.854406362,0.010961184,14.76506877,-0.167107264,5.0,0.646221158,0.026336709,TNBC,#ca7832
72,FMF-03-146-1,HCC1806,inf,0.941260015,0.020612148,0.0,0.979886799,0.01,-2.33e-14,0.461612538,TNBC,#ca7832
72,FMF-03-146-1,HCC1954,13.0025842,0.8208789329999999,0.028106397,14.84857012,-0.471057176,5.0,0.5822122470000001,0.047135158,HER2amp,#4dab9b
72,FMF-03-146-1,HCC70,inf,0.929910921,-0.018876827,0.0,1.0,0.01,-0.11231101,0.407471055,TNBC,#ca7832
72,FMF-03-146-1,MCF10A,inf,0.994109887,-0.001544431,0.0,0.998352962,0.01,-7.64e-14,0.962909758,NM,#c85f61
72,FMF-03-146-1,MDAMB231,inf,0.8734761740000001,0.024419261,0.0,0.975099047,0.01,-8.66e-15,0.076609708,TNBC,#ca7832
72,FMF-04-107-2,BT20,0.163070984,-0.373697526,0.52496665,2.096898558,-0.996312857,0.42918508,0.985748342,3.46e-07,TNBC,#ca7832
72,FMF-04-107-2,BT549,0.010974319,-0.30877293100000003,0.861506287,0.019132499,-0.292690728,0.8290747759999999,0.998007851,3.53e-10,TNBC,#ca7832
72,FMF-04-107-2,HCC1806,0.037381514,-0.381806686,0.7284629140000001,0.055352914,-0.307468912,1.220972636,0.995976424,4.13e-09,TNBC,#ca7832
72,FMF-04-107-2,HCC1954,0.009888166,-0.322427713,0.81981031,0.019518299,-0.262546603,0.6206573329999999,0.983064258,6.32e-07,HER2amp,#4dab9b
72,FMF-04-107-2,HCC70,0.002538552,-0.688425343,1.380769029,0.00465765,-0.677604724,1.4114438269999998,0.996598052,2.3e-09,TNBC,#ca7832
72,FMF-04-107-2,MCF10A,0.016790397,-0.32270696,0.8735448690000001,0.023328926,-0.316011681,1.48932821,0.997095803,1.32e-09,NM,#c85f61
72,FMF-04-107-2,MDAMB231,0.010809968,-0.274703331,0.857428752,0.018419047,-0.275437474,0.8234294590000001,0.998486244,1.35e-10,TNBC,#ca7832
72,FMF-04-112-1,BT20,inf,0.8825803190000001,-0.005884102,0.0,1.0,0.01,-2.25e-05,0.109035158,TNBC,#ca7832
72,FMF-04-112-1,BT549,19.52222034,0.807738148,0.024583854,37.0833228,-1.0,1.712263514,0.957114328,0.0003808730000000001,TNBC,#ca7832
72,FMF-04-112-1,HCC1806,13.42136292,0.854790562,-0.006158681,16.35239001,-0.8424344429999999,5.0,0.821062945,0.013544117,TNBC,#ca7832
72,FMF-04-112-1,HCC1954,15.14662157,0.907513351,-0.005710027,16.87972557,-0.35944489700000004,5.0,0.848471155,0.008937957,HER2amp,#4dab9b
72,FMF-04-112-1,HCC70,inf,0.8971578840000001,-0.033097682,0.0,1.0,0.01,-0.206372194,0.334285011,TNBC,#ca7832
72,FMF-04-112-1,MCF10A,inf,0.946877645,0.008713919,19.77111813,0.612227822,2.70056854,0.7948569529999999,0.019060839,NM,#c85f61
72,FMF-04-112-1,MDAMB231,inf,0.809326034,0.033249197,0.0,0.958607062,0.01,-3.11e-15,0.050689585,TNBC,#ca7832
72,Flavopiridol,BT20,0.107893102,-0.498797322,0.322934169,0.285689057,-0.902465765,1.059168463,0.996856808,1.7399999999999996e-09,TNBC,#ca7832
72,Flavopiridol,BT549,0.171757955,-0.378752195,0.242972981,0.334997225,-0.706216187,1.318245605,0.997241772,1.1e-09,TNBC,#ca7832
72,Flavopiridol,HCC1806,0.159748345,-0.468845788,0.256231351,0.420729611,-1.0,1.134472231,0.995480268,6.21e-09,TNBC,#ca7832
72,Flavopiridol,HCC1954,0.129300195,-0.39194199,0.297312803,0.3521651670000001,-0.88228593,1.014893045,0.990343616,8.849999999999998e-08,HER2amp,#4dab9b
72,Flavopiridol,HCC70,0.077453923,-0.78432445,0.394431515,0.137317019,-0.8599925079999999,1.747486135,0.996064648,3.8200000000000005e-09,TNBC,#ca7832
72,Flavopiridol,MCF10A,0.1407444,-0.340129023,0.244465951,0.15801768900000002,-0.339902858,4.48057542,0.998156438,2.69e-10,NM,#c85f61
72,Flavopiridol,MDAMB231,0.136881861,-0.424950033,0.28726165600000003,0.418496801,-1.0,0.983053366,0.98997681,1.01e-07,TNBC,#ca7832
72,GSK2334470,BT20,35.00432361,0.6828510720000001,0.067403659,311.5340755,-1.0,0.50255884,0.786819921,0.004473147,TNBC,#ca7832
72,GSK2334470,BT549,42.22125412,0.6795725909999999,0.07339474900000001,424.0698025,-1.0,0.476213488,0.852814831,0.001223275,TNBC,#ca7832
72,GSK2334470,HCC1806,inf,0.871978582,0.015212515,0.0,0.97776264,0.01,-8.879999999999998e-15,0.054208468,TNBC,#ca7832
72,GSK2334470,HCC1954,484.1606741,0.74928425,0.07150863,1000.0,-0.131617221,0.322160569,0.628002939,0.031397009,HER2amp,#4dab9b
72,GSK2334470,HCC70,1.334655854,0.245411953,0.267781873,0.7405993390000001,0.135301391,0.535744375,0.936629903,6.409999999999999e-05,TNBC,#ca7832
72,GSK2334470,MCF10A,inf,0.929445172,-0.021768013,0.0,1.0,0.01,-0.250102542,0.13247336699999998,NM,#c85f61
72,GSK2334470,MDAMB231,261.1995419,0.673161068,0.146891896,1000.0,-0.179737494,0.228756279,0.777476121,0.005197783,TNBC,#ca7832
72,LEE011/Ribociclib,BT20,0.356958275,0.085942899,0.432779012,68.01263472,-1.0,0.209266265,0.921667778,0.000134521,TNBC,#ca7832
72,LEE011/Ribociclib,BT549,inf,0.965313189,0.01153535,0.0,0.987526631,0.01,-2.6e-14,0.268683214,TNBC,#ca7832
72,LEE011/Ribociclib,HCC1806,523.6437724,0.681478035,0.14181665,1000.0,-0.075019637,0.21608697,0.91666489,0.00016707,TNBC,#ca7832
72,LEE011/Ribociclib,HCC1954,79.3091133,0.541677885,0.308069918,187.6887448,-0.054297299,0.119676414,0.7856017470000001,0.004563251,HER2amp,#4dab9b
72,LEE011/Ribociclib,HCC70,inf,1.046410772,-0.05367123,0.0,1.0,0.01,-2.195956311,1.0,TNBC,#ca7832
72,LEE011/Ribociclib,MCF10A,11.33355479,0.431075118,0.234741136,1000.0,-0.8612050240000001,0.223553645,0.887221664,0.000481715,NM,#c85f61
72,LEE011/Ribociclib,MDAMB231,1.087780819,0.216310613,0.360162693,207.91063480000003,-1.0,0.209141222,0.926174008,0.000109328,TNBC,#ca7832
72,LY2606368,BT20,0.001191749,-0.14691960099999998,0.901881246,0.0017607360000000004,-0.106969726,0.496709905,0.985862559,3.36e-07,TNBC,#ca7832
72,LY2606368,BT549,1.56E-05,-0.286164468,1.24964718,3.91e-05,-0.297773773,0.506646429,0.831142794,0.00197842,TNBC,#ca7832
72,LY2606368,HCC1806,#NAME?,-0.361254433,1.316013601,0.0,-0.316377838,0.01,-2.22e-16,0.073457495,TNBC,#ca7832
72,LY2606368,HCC1954,#NAME?,-0.076794627,1.076818885,0.0,-0.07202439299999999,0.01,-1.55e-14,0.149016,HER2amp,#4dab9b
72,LY2606368,HCC70,#NAME?,-0.376769862,1.394938731,0.0,-0.394665664,0.01,-3.9999999999999995e-15,1.0,TNBC,#ca7832
72,LY2606368,MCF10A,3.751920089,0.357883144,0.293869297,682.7361962,-1.0,0.21111566,0.915497321,0.000175407,NM,#c85f61
72,LY2606368,MDAMB231,0.000190493,-0.048265264,1.014645061,0.000203688,-0.03262816,0.943874208,0.585906704,0.045692371,TNBC,#ca7832
72,LY3023414,BT20,0.005006412,-0.541320299,0.770631728,0.944523046,-1.0,0.209660411,0.8235529309999999,0.002307547,TNBC,#ca7832
72,LY3023414,BT549,0.001272402,-0.030935361,0.7574684890000001,0.002743433,-0.103222244,0.244275252,0.956237719,1.75e-05,TNBC,#ca7832
72,LY3023414,HCC1806,0.364407086,-0.004660824,0.427248089,122.5341858,-1.0,0.188833986,0.7132602240000001,0.012624314,TNBC,#ca7832
72,LY3023414,HCC1954,0.000334946,-0.247305278,0.7999497520000001,2.619964469,-1.0,0.122548675,0.827682527,0.002123991,HER2amp,#4dab9b
72,LY3023414,HCC70,0.001597317,-0.549853191,0.7828042159999999,1.224985787,-1.0,0.16539488900000002,0.652903981,0.0246362,TNBC,#ca7832
72,LY3023414,MCF10A,0.170775757,0.114737895,0.441810993,0.11327312,0.086347221,0.461774284,0.962961915,9.78e-06,NM,#c85f61
72,LY3023414,MDAMB231,0.035527901,-0.124680083,0.5980653570000001,10.23828082,-1.0,0.193978737,0.909467846,0.00022326,TNBC,#ca7832
72,MFH-2-90,BT20,3.04E-06,-0.460283472,1.413123291,1e-05,-0.440651746,0.530108726,0.6963082420000001,0.015435316,TNBC,#ca7832
72,MFH-2-90,BT549,0.00071779,-0.279704062,1.300038828,0.000791429,-0.314784928,5.0,0.8751990940000001,0.0006866919999999999,TNBC,#ca7832
72,MFH-2-90,HCC1806,#NAME?,-0.427485673,1.40207081,0.0,-0.404089378,0.01,-2.89e-15,1.0,TNBC,#ca7832
72,MFH-2-90,HCC1954,3.40E-06,-0.354324374,1.287824406,1e-05,-0.32153195,0.460263869,0.8251809840000001,0.002233883,HER2amp,#4dab9b
72,MFH-2-90,HCC70,#NAME?,-0.724568159,1.726224865,0.0,-0.718790358,0.01,-2.66e-14,0.320530813,TNBC,#ca7832
72,MFH-2-90,MCF10A,#NAME?,-0.392469537,1.344305465,0.0,-0.347113745,0.01,0.0,0.939998808,NM,#c85f61
72,MFH-2-90,MDAMB231,#NAME?,-0.35183166,1.303594004,0.0,-0.310301225,0.01,-2.22e-16,1.0,TNBC,#ca7832
72,Pin1-3,BT20,inf,0.996780357,-0.002323693,0.0,1.0,0.01,-0.003604738,1.0,TNBC,#ca7832
72,Pin1-3,BT549,10.79657488,0.57948559,0.037976723,14.88799906,-0.931665521,3.2738837430000003,0.99196708,5.78e-06,TNBC,#ca7832
72,Pin1-3,HCC1806,8.634373032,0.3897895320000001,0.092359523,15.59672071,-1.0,1.857930813,0.964606552,0.000235672,TNBC,#ca7832
72,Pin1-3,HCC1954,10.73887196,0.594780154,0.012144398,13.80398848,-0.932499277,4.192035708,0.810620806,0.015607403999999997,HER2amp,#4dab9b
72,Pin1-3,HCC70,inf,0.964118363,-0.003848363,0.0,1.0,0.01,-0.0029454520000000003,0.8110398090000001,TNBC,#ca7832
72,Pin1-3,MCF10A,17.45004026,0.941805606,-0.005054602,18.61476878,-0.179984447,4.758489067,0.734572917,0.036246734,NM,#c85f61
72,Pin1-3,MDAMB231,inf,0.912031824,-0.021982728,0.0,1.0,0.01,-0.090844046,0.41900672,TNBC,#ca7832
72,R0-3306,BT20,5.549709573,-0.140917323,0.098171887,5.983462318,-0.228419435,5.0,0.973020296,3.23e-06,TNBC,#ca7832
72,R0-3306,BT549,5.615939563,-0.017818807,0.11328429,9.844201067,-1.0,1.957355888,0.981857452,8.04e-07,TNBC,#ca7832
72,R0-3306,HCC1806,5.368621783,-0.082680641,0.082310915,5.649062654,-0.144967626,5.0,0.986531144,2.84e-07,TNBC,#ca7832
72,R0-3306,HCC1954,6.693857924,0.022159535,0.060921164000000014,10.29995429,-0.999418306,2.548385578,0.949095288,2.98e-05,HER2amp,#4dab9b
72,R0-3306,HCC70,4.668493327,-0.125504712,0.07142728799999999,4.932633013999999,-0.15838559300000002,5.0,0.977308338,1.76e-06,TNBC,#ca7832
72,R0-3306,MCF10A,5.976505303,0.001811966,0.113539763,10.03786844,-1.0,2.118710321,0.983652095,5.59e-07,NM,#c85f61
72,R0-3306,MDAMB231,8.892560128,0.249474287,0.00534398,11.07773728,-1.0,5.0,0.929986761,9.08e-05,TNBC,#ca7832
72,Rucaparib,BT20,inf,0.8811200440000001,0.072410652,1000.0,0.636904106,0.155746944,0.758238486,0.006947924,TNBC,#ca7832
72,Rucaparib,BT549,inf,0.919639785,0.038087144,0.0,0.960944579,0.01,-2.35e-14,0.308161184,TNBC,#ca7832
72,Rucaparib,HCC1806,391.116905,0.6748467570000001,0.117375405,994.0701642,-0.134002075,0.25454953,0.746810128,0.008166992,TNBC,#ca7832
72,Rucaparib,HCC1954,inf,0.906579745,0.052479514000000005,0.0,0.949171012,0.01,-1.02e-14,0.814534345,HER2amp,#4dab9b
72,Rucaparib,HCC70,inf,1.073370051,-0.049508392000000005,0.0,1.0,0.01,-0.618787657,1.0,TNBC,#ca7832
72,Rucaparib,MCF10A,65967815.29,0.877914992,0.039125068,1000.0,0.482494676,0.302075023,0.8097167740000001,0.003005396,NM,#c85f61
72,Rucaparib,MDAMB231,19.31153057,0.626484151,0.07901002900000001,84.54792245,-1.0,0.7440066879999999,0.678252698,0.018893055,TNBC,#ca7832
72,SHP099,BT20,inf,0.913914715,0.00569442,0.0,0.989832861,0.01,-1.3999999999999999e-14,0.053794287,TNBC,#ca7832
72,SHP099,BT549,inf,0.832662887,0.031808141,2.872919876,0.8056396690000001,1.468126714,0.874571887,0.0006988469999999999,TNBC,#ca7832
72,SHP099,HCC1806,inf,0.993703084,-0.016660751,0.0,1.0,0.01,-0.220634049,0.987445717,TNBC,#ca7832
72,SHP099,HCC1954,14.70646954,0.57289894,0.079591026,65.55654222,-1.0,0.735041843,0.889806648,0.000444165,HER2amp,#4dab9b
72,SHP099,HCC70,inf,0.6875595059999999,0.083729098,2.507782761,0.5615859120000001,0.7315423120000001,0.918715877,0.00015311600000000002,TNBC,#ca7832
72,SHP099,MCF10A,12.69549011,0.576777442,0.077447372,36.13612012,-1.0,1.050252267,0.86670819,0.0008645939999999999,NM,#c85f61
72,SHP099,MDAMB231,inf,0.941804698,-0.005786785,0.0,1.0,0.01,-0.000792747,0.406417632,TNBC,#ca7832
72,SY-1365,BT20,0.000872931,-0.552972074,0.70282034,0.001403648,-0.51857902,1.498097583,0.983747365,5.47e-07,TNBC,#ca7832
